OrderID,OrderDate,ShipDate,ShipMode,CustomerID,ProductID,OrderCostPrice,OrderSellingPrice
2068,2019/10/31,2019/11/04,Standard Class,GG-14650,OFF-AR-10001419,9,12
2069,2020/04/13,2020/04/19,Standard Class,ZC-21910,TEC-AC-10002800,140,200
2070,2020/04/13,2020/04/19,Standard Class,ZC-21910,FUR-TA-10003954,427,711
2071,2021/07/21,2021/07/23,Second Class,CC-12610,OFF-BI-10000301,1,2
2072,2022/11/20,2022/11/25,Standard Class,KA-16525,FUR-CH-10003956,227,284
2073,2021/11/26,2021/12/02,Standard Class,TC-20980,OFF-BI-10002954,4,7
2074,2022/11/07,2022/11/12,Second Class,DB-13270,TEC-AC-10003289,30,60
2075,2022/11/07,2022/11/12,Second Class,DB-13270,TEC-PH-10002468,457,762
2076,2019/12/01,2019/12/05,Standard Class,TR-21325,FUR-FU-10001861,47,58
2077,2022/09/12,2022/09/15,First Class,BF-11080,OFF-PA-10004082,24,40
2078,2022/09/12,2022/09/15,First Class,BF-11080,OFF-AP-10000358,73,91
2079,2022/09/12,2022/09/15,First Class,BF-11080,OFF-PA-10004243,57,95
2080,2020/12/24,2020/12/29,Standard Class,MS-17365,OFF-PA-10001295,53,106
2081,2020/12/24,2020/12/29,Standard Class,MS-17365,TEC-PH-10002170,78,112
2082,2020/12/24,2020/12/29,Standard Class,MS-17365,FUR-FU-10002885,6,8
2083,2022/02/23,2022/03/01,Standard Class,CK-12595,OFF-PA-10002870,34,37
2084,2019/11/23,2019/11/29,Standard Class,ED-13885,OFF-LA-10003923,12,24
2085,2021/06/23,2021/06/28,Standard Class,IM-15070,OFF-LA-10003510,85,122
2086,2021/06/23,2021/06/28,Standard Class,IM-15070,OFF-LA-10000248,9,18
2087,2021/06/23,2021/06/28,Standard Class,IM-15070,OFF-ST-10000060,195,325
2088,2021/06/23,2021/06/28,Standard Class,IM-15070,OFF-PA-10003129,132,147
2089,2021/06/23,2021/06/28,Standard Class,IM-15070,OFF-FA-10004076,2,4
2090,2020/10/26,2020/10/30,Standard Class,MY-17380,OFF-LA-10004008,3,6
2091,2022/07/15,2022/07/19,Standard Class,MM-17260,OFF-BI-10004094,21,27
2092,2022/07/15,2022/07/19,Standard Class,MM-17260,FUR-TA-10004607,155,310
2093,2019/11/17,2019/11/21,Standard Class,MP-17470,FUR-CH-10004289,384,480
2094,2020/04/13,2020/04/15,Second Class,AW-10840,OFF-SU-10004498,10,13
2095,2020/11/25,2020/11/29,Standard Class,SF-20065,OFF-AR-10001177,12,13
2096,2021/05/15,2021/05/20,Standard Class,SN-20710,OFF-BI-10001718,358,512
2097,2021/05/15,2021/05/20,Standard Class,SN-20710,OFF-AR-10004602,74,92
2098,2021/05/15,2021/05/20,Standard Class,SN-20710,OFF-AR-10003856,5,8
2099,2022/09/07,2022/09/12,Standard Class,RD-19900,OFF-ST-10000649,19,38
2100,2022/09/07,2022/09/12,Standard Class,RD-19900,TEC-AC-10002926,168,280
2101,2019/03/10,2019/03/17,Standard Class,KT-16480,OFF-ST-10000078,573,636
2102,2019/03/10,2019/03/17,Standard Class,KT-16480,OFF-AR-10001044,67,83
2103,2019/07/18,2019/07/18,Same Day,AH-10120,FUR-CH-10002372,233,259
2104,2022/03/24,2022/03/28,Second Class,BM-11650,OFF-PA-10000357,200,222
2105,2022/03/24,2022/03/28,Second Class,BM-11650,TEC-AC-10001266,23,26
2106,2019/09/30,2019/10/05,Standard Class,BW-11200,OFF-PA-10004888,11,16
2107,2019/09/26,2019/09/26,Same Day,HG-14965,OFF-BI-10003460,1,1
2108,2020/10/31,2020/10/31,Same Day,SG-20080,OFF-PA-10000157,10,20
2109,2020/10/31,2020/10/31,Same Day,SG-20080,OFF-BI-10004519,319,398
2110,2020/10/31,2020/10/31,Same Day,SG-20080,OFF-AR-10004272,3,5
2111,2020/10/31,2020/10/31,Same Day,SG-20080,OFF-FA-10000585,9,17
2112,2020/10/31,2020/10/31,Same Day,SG-20080,FUR-CH-10004218,226,323
2113,2020/10/31,2020/10/31,Same Day,SG-20080,OFF-SU-10004231,24,30
2114,2020/10/31,2020/10/31,Same Day,SG-20080,TEC-PH-10001578,778,1296
2115,2020/10/31,2020/10/31,Same Day,SG-20080,OFF-ST-10003638,37,47
2116,2020/10/31,2020/10/31,Same Day,SG-20080,FUR-BO-10002213,298,426
2117,2020/10/12,2020/10/17,Second Class,RK-19300,FUR-TA-10001307,126,210
2118,2021/09/19,2021/09/23,Standard Class,SW-20245,OFF-PA-10002222,80,160
2119,2022/04/13,2022/04/15,First Class,RW-19630,OFF-PA-10002479,4,5
2120,2022/04/13,2022/04/15,First Class,RW-19630,OFF-BI-10003091,806,896
2121,2022/01/07,2022/01/13,Standard Class,TS-21085,OFF-BI-10000145,3,3
2122,2022/11/09,2022/11/11,First Class,JB-15400,FUR-CH-10003061,194,216
2123,2022/09/22,2022/09/24,Second Class,EH-14005,FUR-BO-10001972,218,242
2124,2022/09/22,2022/09/24,Second Class,EH-14005,OFF-LA-10000134,17,28
2125,2022/12/01,2022/12/05,Standard Class,EH-14005,OFF-EN-10003040,63,105
2126,2022/12/01,2022/12/05,Standard Class,EH-14005,TEC-PH-10000923,38,63
2127,2019/06/23,2019/06/28,Standard Class,BS-11665,TEC-AC-10000158,52,86
2128,2020/10/04,2020/10/09,Standard Class,JK-16120,FUR-FU-10003623,39,65
2129,2020/10/04,2020/10/09,Standard Class,JK-16120,OFF-PA-10001293,10,21
2130,2019/05/20,2019/05/22,Second Class,RF-19345,OFF-AP-10000124,23,33
2131,2019/05/20,2019/05/22,Second Class,RF-19345,OFF-AR-10004511,19,39
2132,2019/05/20,2019/05/22,Second Class,RF-19345,FUR-FU-10000076,112,140
2133,2020/11/20,2020/11/26,Standard Class,DL-12865,OFF-PA-10003883,18,20
2134,2020/11/30,2020/12/04,Standard Class,WB-21850,OFF-BI-10003656,122,153
2135,2020/11/30,2020/12/04,Standard Class,WB-21850,OFF-FA-10000053,5,11
2136,2020/11/30,2020/12/04,Standard Class,WB-21850,TEC-PH-10002807,85,95
2137,2020/12/31,2021/01/05,Standard Class,TB-21625,FUR-FU-10002364,9,15
2138,2020/12/31,2021/01/05,Standard Class,TB-21625,OFF-BI-10002954,3,4
2139,2022/11/16,2022/11/16,Same Day,CB-12415,OFF-PA-10004092,117,147
2140,2019/06/06,2019/06/11,Standard Class,GT-14635,OFF-BI-10003982,90,150
2141,2019/06/06,2019/06/11,Standard Class,GT-14635,OFF-SU-10001664,10,17
2142,2019/06/06,2019/06/11,Standard Class,GT-14635,FUR-TA-10003238,595,992
2143,2021/09/01,2021/09/05,Standard Class,DK-13225,OFF-PA-10004675,27,30
2144,2021/09/01,2021/09/05,Standard Class,DK-13225,TEC-PH-10002293,12,24
2145,2021/09/01,2021/09/05,Standard Class,DK-13225,OFF-FA-10002780,15,17
2146,2021/06/25,2021/06/29,Standard Class,TS-21160,FUR-CH-10002965,295,422
2147,2021/06/25,2021/06/29,Standard Class,TS-21160,OFF-BI-10004781,23,38
2148,2021/06/25,2021/06/29,Standard Class,TS-21160,OFF-ST-10001713,229,254
2149,2019/12/12,2019/12/17,Standard Class,WB-21850,FUR-FU-10003975,26,43
2150,2022/03/31,2022/04/05,Standard Class,DO-13435,TEC-PH-10001536,59,85
2151,2022/11/19,2022/11/26,Standard Class,AF-10870,FUR-CH-10001973,210,233
2152,2019/11/24,2019/11/29,Second Class,RB-19435,TEC-AC-10001772,78,112
2153,2020/11/22,2020/11/26,Standard Class,AR-10540,OFF-PA-10002586,12,15
2154,2021/07/14,2021/07/18,Standard Class,DR-12880,OFF-BI-10004094,7,14
2155,2021/04/30,2021/05/05,Standard Class,BF-11170,FUR-FU-10004973,20,23
2156,2021/07/25,2021/07/27,Second Class,LB-16735,OFF-FA-10000624,19,21
2157,2019/06/22,2019/06/24,First Class,DV-13465,OFF-ST-10001097,251,502
2158,2019/06/22,2019/06/24,First Class,DV-13465,OFF-ST-10001469,130,162
2159,2022/10/21,2022/10/26,Standard Class,NK-18490,OFF-AR-10004956,9,18
2160,2021/09/03,2021/09/09,Standard Class,CS-11950,OFF-BI-10004236,8,9
2161,2021/05/14,2021/05/14,Same Day,LH-17155,FUR-FU-10002937,64,79
2162,2021/01/07,2021/01/12,Standard Class,DW-13480,OFF-AR-10003696,17,35
2163,2022/03/13,2022/03/19,Standard Class,KF-16285,OFF-PA-10004359,252,315
2164,2021/10/13,2021/10/19,Standard Class,HA-14920,TEC-AC-10002402,115,192
2165,2021/10/13,2021/10/19,Standard Class,HA-14920,OFF-PA-10000551,7,8
2166,2021/10/13,2021/10/19,Standard Class,HA-14920,FUR-FU-10003394,84,140
2167,2021/10/13,2021/10/19,Standard Class,HA-14920,OFF-AR-10002067,13,16
2168,2021/10/13,2021/10/19,Standard Class,HA-14920,OFF-BI-10004140,3,6
2169,2022/01/27,2022/01/30,Second Class,JH-15820,OFF-AR-10004078,11,14
2170,2022/01/27,2022/01/30,Second Class,JH-15820,TEC-AC-10000927,36,72
2171,2022/01/27,2022/01/30,Second Class,JH-15820,TEC-PH-10003931,76,108
2172,2022/11/19,2022/11/25,Standard Class,LC-16930,FUR-CH-10004675,275,305
2173,2019/08/01,2019/08/03,First Class,IL-15100,OFF-BI-10004506,14,20
2174,2021/07/30,2021/08/04,Standard Class,LS-16975,OFF-BI-10002353,6,9
2175,2020/07/30,2020/08/03,Second Class,CC-12610,OFF-ST-10000943,49,62
2176,2021/10/15,2021/10/21,Standard Class,PB-18805,OFF-PA-10000740,32,46
2177,2021/10/15,2021/10/21,Standard Class,PB-18805,OFF-PA-10003001,54,60
2178,2021/10/15,2021/10/21,Standard Class,PB-18805,OFF-BI-10001628,21,42
2179,2021/10/15,2021/10/21,Standard Class,PB-18805,OFF-PA-10001509,50,72
2180,2021/05/07,2021/05/11,Standard Class,CJ-12010,OFF-BI-10000309,68,85
2181,2021/05/07,2021/05/11,Standard Class,CJ-12010,OFF-LA-10003923,27,44
2182,2021/05/07,2021/05/11,Standard Class,CJ-12010,FUR-CH-10002084,310,443
2183,2021/05/07,2021/05/11,Standard Class,CJ-12010,TEC-MA-10000488,3200,4000
2184,2021/05/07,2021/05/11,Standard Class,CJ-12010,TEC-AC-10001767,180,200
2185,2021/05/07,2021/05/11,Standard Class,CJ-12010,FUR-FU-10001940,32,64
2186,2022/08/01,2022/08/04,Second Class,HK-14890,OFF-BI-10002735,49,55
2187,2021/07/14,2021/07/14,Same Day,RH-19600,TEC-AC-10002345,17,29
2188,2022/08/10,2022/08/15,Standard Class,IL-15100,OFF-EN-10003134,42,70
2189,2022/08/10,2022/08/15,Standard Class,IL-15100,FUR-FU-10003708,73,121
2190,2022/08/10,2022/08/15,Standard Class,IL-15100,TEC-PH-10003645,1018,1454
2191,2021/06/25,2021/06/29,Standard Class,AS-10240,OFF-AP-10000692,55,61
2192,2021/12/10,2021/12/17,Standard Class,AP-10915,OFF-BI-10001718,92,154
2193,2021/12/10,2021/12/17,Standard Class,AP-10915,OFF-AP-10002082,39,65
2194,2021/12/10,2021/12/17,Standard Class,AP-10915,OFF-PA-10001125,74,124
2195,2021/12/10,2021/12/17,Standard Class,AP-10915,OFF-AP-10000252,28,35
2196,2021/12/10,2021/12/17,Standard Class,AP-10915,TEC-AC-10003038,36,45
2197,2021/12/01,2021/12/06,Standard Class,AG-10390,OFF-AR-10000940,4,5
2198,2019/11/28,2019/12/04,Standard Class,BF-11080,OFF-AR-10001954,9,15
2199,2020/03/28,2020/04/02,Standard Class,CK-12205,OFF-PA-10003177,8,16
2200,2020/03/28,2020/04/02,Standard Class,CK-12205,OFF-PA-10000533,5,5
2201,2019/06/01,2019/06/06,Standard Class,LT-17110,FUR-FU-10001935,13,22
2202,2019/06/01,2019/06/06,Standard Class,LT-17110,TEC-PH-10002563,706,882
2203,2020/09/06,2020/09/12,Standard Class,BT-11305,OFF-BI-10002160,5,6
2204,2020/09/06,2020/09/12,Standard Class,BT-11305,FUR-FU-10004748,173,192
2205,2020/06/29,2020/07/05,Standard Class,SC-20725,FUR-FU-10001473,18,20
2206,2021/09/10,2021/09/12,Second Class,CG-12040,OFF-AR-10000538,41,68
2207,2019/07/14,2019/07/20,Standard Class,AW-10930,OFF-BI-10001098,27,30
2208,2019/07/14,2019/07/20,Standard Class,AW-10930,TEC-PH-10001552,31,38
2209,2020/08/22,2020/08/26,Standard Class,RB-19705,OFF-AR-10000390,13,17
2210,2019/11/14,2019/11/16,Second Class,ML-17410,TEC-PH-10001079,500,833
2211,2019/11/14,2019/11/16,Second Class,ML-17410,OFF-BI-10003460,39,44
2212,2021/11/27,2021/11/30,First Class,VB-21745,OFF-AP-10003842,134,167
2213,2022/11/21,2022/11/25,Standard Class,SW-20275,FUR-FU-10003535,22,27
2214,2022/10/01,2022/10/02,First Class,NS-18505,OFF-BI-10002012,1,1
2215,2022/10/01,2022/10/02,First Class,NS-18505,OFF-BI-10001922,56,62
2216,2022/10/01,2022/10/02,First Class,NS-18505,OFF-AP-10000576,169,242
2217,2022/10/01,2022/10/02,First Class,NS-18505,FUR-CH-10000553,54,109
2218,2019/09/20,2019/09/25,Standard Class,DB-13555,OFF-AR-10003469,2,3
2219,2022/07/28,2022/08/01,Standard Class,MH-17620,OFF-BI-10000145,9,10
2220,2022/07/28,2022/08/01,Standard Class,MH-17620,OFF-ST-10001580,12,15
2221,2022/07/28,2022/08/01,Standard Class,MH-17620,TEC-PH-10001817,573,1146
2222,2020/12/06,2020/12/06,Same Day,DK-13375,TEC-PH-10001578,437,486
2223,2020/12/06,2020/12/06,Same Day,DK-13375,OFF-AR-10004078,30,37
2224,2020/12/06,2020/12/06,Same Day,DK-13375,FUR-CH-10004860,57,71
2225,2022/07/31,2022/08/05,Standard Class,EA-14035,OFF-PA-10003790,49,55
2226,2021/03/19,2021/03/21,Second Class,BT-11440,FUR-BO-10002202,43,72
2227,2022/07/29,2022/08/03,Standard Class,LA-16780,OFF-FA-10003059,2,3
2228,2022/07/29,2022/08/03,Standard Class,LA-16780,TEC-PH-10002496,62,125
2229,2021/10/01,2021/10/05,Standard Class,GM-14680,FUR-TA-10003238,198,331
2230,2019/03/31,2019/04/05,Standard Class,AA-10315,OFF-BI-10004390,539,674
2231,2019/03/31,2019/04/05,Standard Class,AA-10315,OFF-AP-10002765,26,53
2232,2022/06/26,2022/07/01,Standard Class,DB-13405,FUR-FU-10000293,421,526
2233,2022/07/09,2022/07/14,Standard Class,JH-15820,OFF-ST-10003692,114,229
2234,2020/12/14,2020/12/16,Second Class,DJ-13630,TEC-PH-10001051,160,320
2235,2022/12/05,2022/12/10,Standard Class,QJ-19255,TEC-AC-10001013,103,205
2236,2020/09/15,2020/09/17,Second Class,CT-11995,OFF-ST-10000025,115,191
2237,2020/09/15,2020/09/17,Second Class,CT-11995,OFF-AR-10000817,17,24
2238,2021/07/15,2021/07/21,Standard Class,RH-19510,OFF-SU-10000952,22,44
2239,2022/04/20,2022/04/26,Standard Class,SJ-20125,FUR-FU-10004597,31,44
2240,2021/11/15,2021/11/17,Second Class,TG-21310,OFF-BI-10003527,508,1017
2241,2021/11/15,2021/11/17,Second Class,TG-21310,OFF-BI-10002982,31,38
2242,2021/11/26,2021/12/01,Standard Class,CT-11995,TEC-PH-10004165,297,495
2243,2022/11/21,2022/11/25,Standard Class,BF-11005,OFF-ST-10003442,34,57
2244,2022/11/21,2022/11/25,Standard Class,BF-11005,OFF-AR-10003856,4,6
2245,2022/11/21,2022/11/25,Standard Class,BF-11005,OFF-FA-10004248,6,9
2246,2022/11/21,2022/11/25,Standard Class,BF-11005,OFF-AP-10001492,8,9
2247,2022/11/21,2022/11/25,Standard Class,BF-11005,TEC-PH-10004165,462,660
2248,2020/02/15,2020/02/18,Second Class,JM-16195,OFF-PA-10004285,8,13
2249,2020/02/15,2020/02/18,Second Class,JM-16195,OFF-BI-10001628,21,42
2250,2020/02/15,2020/02/18,Second Class,JM-16195,OFF-BI-10000546,10,12
2251,2020/02/15,2020/02/18,Second Class,JM-16195,OFF-AP-10001391,433,541
2252,2020/02/15,2020/02/18,Second Class,JM-16195,OFF-PA-10000477,16,19
2253,2021/04/15,2021/04/17,Second Class,JK-16120,OFF-PA-10004327,86,144
2254,2020/09/28,2020/10/01,First Class,HG-14965,OFF-AP-10000696,22,43
2255,2020/09/28,2020/10/01,First Class,HG-14965,OFF-AP-10002082,30,44
2256,2021/09/17,2021/09/22,Standard Class,LA-16780,TEC-PH-10001944,394,438
2257,2021/09/17,2021/09/22,Standard Class,LA-16780,FUR-FU-10004952,99,109
2258,2022/06/16,2022/06/19,First Class,TS-21610,FUR-CH-10000015,849,1213
2259,2022/06/16,2022/06/19,First Class,TS-21610,OFF-PA-10001776,11,19
2260,2020/11/08,2020/11/10,Second Class,MZ-17335,OFF-FA-10002280,4,5
2261,2020/11/08,2020/11/10,Second Class,MZ-17335,TEC-AC-10002049,298,372
2262,2020/12/18,2020/12/18,Same Day,MW-18220,TEC-AC-10002253,100,166
2263,2022/02/06,2022/02/09,First Class,MV-17485,FUR-BO-10004015,180,360
2264,2021/11/14,2021/11/16,Second Class,AA-10375,TEC-AC-10004145,400,500
2265,2021/11/14,2021/11/16,Second Class,AA-10375,OFF-PA-10002479,3,5
2266,2021/11/14,2021/11/16,Second Class,AA-10375,OFF-BI-10004970,7,8
2267,2022/10/12,2022/10/12,Same Day,SM-20320,OFF-PA-10003919,6,8
2268,2022/09/17,2022/09/17,Same Day,TP-21415,OFF-PA-10002001,10,13
2269,2022/12/20,2022/12/26,Standard Class,DK-13225,OFF-PA-10002787,4,6
2270,2022/12/20,2022/12/26,Standard Class,DK-13225,OFF-BI-10003291,3,7
2271,2022/12/02,2022/12/07,Standard Class,MK-17905,OFF-AR-10004344,24,48
2272,2020/09/21,2020/09/27,Standard Class,CS-12130,OFF-ST-10003123,160,200
2273,2020/03/06,2020/03/11,Standard Class,JL-15850,FUR-FU-10000308,392,435
2274,2020/03/06,2020/03/11,Standard Class,JL-15850,TEC-CO-10003763,672,1120
2275,2019/10/03,2019/10/08,Second Class,AR-10405,FUR-TA-10001866,72,143
2276,2019/10/03,2019/10/08,Second Class,AR-10405,FUR-CH-10002774,86,122
2277,2019/06/27,2019/07/01,Standard Class,LM-17065,OFF-ST-10004337,245,306
2278,2019/06/27,2019/07/01,Standard Class,LM-17065,FUR-TA-10001039,52,86
2279,2019/06/27,2019/07/01,Standard Class,LM-17065,TEC-AC-10000109,134,224
2280,2022/10/30,2022/11/02,First Class,JK-15625,FUR-CH-10003833,59,98
2281,2022/10/30,2022/11/02,First Class,JK-15625,FUR-CH-10004289,491,614
2282,2022/10/30,2022/11/02,First Class,JK-15625,FUR-BO-10004467,180,200
2283,2021/09/03,2021/09/05,First Class,FM-14215,OFF-PA-10002713,24,48
2284,2020/03/05,2020/03/09,Standard Class,SF-20200,TEC-PH-10001552,19,24
2285,2020/03/05,2020/03/09,Standard Class,SF-20200,OFF-AP-10002222,36,61
2286,2021/05/05,2021/05/08,First Class,PJ-18835,OFF-PA-10003971,13,14
2287,2022/11/17,2022/11/23,Standard Class,CS-12355,OFF-AP-10004036,18,35
2288,2022/06/01,2022/06/05,Second Class,BB-10990,OFF-AP-10002287,9,17
2289,2022/06/10,2022/06/13,First Class,BW-11200,OFF-AR-10002375,8,16
2290,2022/01/08,2022/01/11,First Class,RS-19420,FUR-TA-10001950,714,893
2291,2020/04/20,2020/04/25,Standard Class,TS-21160,TEC-PH-10001557,230,288
2292,2020/04/20,2020/04/25,Standard Class,TS-21160,FUR-FU-10002937,536,595
2293,2020/04/20,2020/04/25,Standard Class,TS-21160,OFF-PA-10001166,10,13
2294,2020/11/01,2020/11/06,Standard Class,QJ-19255,TEC-PH-10000347,4,5
2295,2022/12/23,2022/12/27,Standard Class,FM-14215,FUR-FU-10003708,109,182
2296,2020/11/01,2020/11/05,Standard Class,VD-21670,OFF-PA-10002659,9,14
2297,2020/11/01,2020/11/05,Standard Class,VD-21670,FUR-FU-10000965,130,260
2298,2020/11/01,2020/11/05,Standard Class,VD-21670,TEC-PH-10001527,39,43
2299,2020/11/01,2020/11/05,Standard Class,VD-21670,TEC-AC-10001838,1120,1400
2300,2020/11/01,2020/11/05,Standard Class,VD-21670,TEC-PH-10002597,252,504
2301,2019/11/14,2019/11/18,Standard Class,JL-15505,OFF-BI-10000756,6,13
2302,2019/11/14,2019/11/18,Standard Class,JL-15505,OFF-BI-10000546,9,12
2303,2021/01/17,2021/01/21,Standard Class,DL-13495,TEC-AC-10001142,253,316
2304,2022/09/17,2022/09/22,Second Class,MO-17800,FUR-CH-10000785,579,724
2305,2022/09/17,2022/09/22,Second Class,MO-17800,OFF-PA-10000474,53,106
2306,2021/12/23,2021/12/24,First Class,BP-11185,FUR-BO-10003441,113,141
2307,2020/08/06,2020/08/08,First Class,MS-17980,OFF-PA-10004156,19,27
2308,2022/11/05,2022/11/09,Standard Class,SV-20935,TEC-AC-10001432,352,391
2309,2022/06/11,2022/06/12,First Class,BC-11125,FUR-CH-10001394,225,281
2310,2022/06/11,2022/06/12,First Class,BC-11125,OFF-ST-10002370,41,68
2311,2022/06/11,2022/06/12,First Class,BC-11125,OFF-AR-10002956,53,88
2312,2022/06/11,2022/06/12,First Class,BC-11125,OFF-AR-10001955,14,16
2313,2022/06/11,2022/06/12,First Class,BC-11125,OFF-ST-10001809,194,216
2314,2022/07/20,2022/07/25,Standard Class,EM-13825,OFF-LA-10004093,12,15
2315,2022/07/20,2022/07/25,Standard Class,EM-13825,OFF-AP-10002118,375,416
2316,2022/07/20,2022/07/25,Standard Class,EM-13825,OFF-BI-10000404,26,43
2317,2022/07/20,2022/07/25,Standard Class,EM-13825,FUR-CH-10003833,146,183
2318,2022/07/20,2022/07/25,Standard Class,EM-13825,OFF-BI-10002072,43,61
2319,2022/07/20,2022/07/25,Standard Class,EM-13825,TEC-AC-10003095,312,390
2320,2020/12/23,2020/12/26,First Class,BD-11500,OFF-AP-10001563,97,194
2321,2022/03/20,2022/03/24,Standard Class,HW-14935,TEC-AC-10000358,213,266
2322,2020/12/31,2021/01/03,Second Class,KC-16255,OFF-BI-10004492,85,95
2323,2020/12/31,2021/01/03,Second Class,KC-16255,OFF-BI-10001072,30,61
2324,2020/12/31,2021/01/03,Second Class,KC-16255,OFF-BI-10003707,69,76
2325,2020/12/31,2021/01/03,Second Class,KC-16255,OFF-BI-10000977,328,365
2326,2020/09/15,2020/09/19,Second Class,BM-11575,OFF-BI-10002082,56,80
2327,2020/09/15,2020/09/19,Second Class,BM-11575,FUR-BO-10004709,32,46
2328,2020/09/15,2020/09/19,Second Class,BM-11575,OFF-PA-10002365,12,13
2329,2022/09/23,2022/09/26,First Class,KN-16705,OFF-EN-10004147,9,14
2330,2020/12/25,2020/12/29,Standard Class,JD-16150,FUR-FU-10001468,274,547
2331,2021/09/24,2021/09/26,Second Class,LA-16780,OFF-ST-10000642,25,42
2332,2021/09/24,2021/09/26,Second Class,LA-16780,OFF-PA-10000380,33,42
2333,2022/03/21,2022/03/25,Standard Class,RW-19690,OFF-PA-10004071,166,277
2334,2022/03/21,2022/03/25,Standard Class,RW-19690,OFF-PA-10004971,5,6
2335,2019/09/30,2019/10/04,Standard Class,KW-16570,OFF-AP-10000696,55,69
2336,2022/12/10,2022/12/10,Same Day,CC-12220,OFF-EN-10004030,8,11
2337,2022/12/10,2022/12/10,Same Day,CC-12220,OFF-AP-10000026,213,427
2338,2019/08/23,2019/08/23,Same Day,RH-19495,OFF-PA-10003936,13,26
2339,2019/08/23,2019/08/23,Same Day,RH-19495,OFF-PA-10004530,23,46
2340,2019/08/19,2019/08/24,Standard Class,JK-15625,OFF-AR-10004930,9,11
2341,2021/11/10,2021/11/15,Standard Class,DC-13285,OFF-AR-10004999,33,42
2342,2019/12/31,2020/01/03,First Class,GM-14455,FUR-FU-10002501,44,63
2343,2019/12/31,2020/01/03,First Class,GM-14455,TEC-AC-10000358,91,114
2344,2019/07/26,2019/07/30,Second Class,CL-11890,OFF-ST-10004804,86,124
2345,2021/02/22,2021/02/28,Standard Class,PV-18985,OFF-AP-10001205,245,490
2346,2021/03/13,2021/03/18,Standard Class,LT-17110,OFF-PA-10000659,42,70
2347,2021/03/13,2021/03/18,Standard Class,LT-17110,OFF-BI-10004141,1,1
2348,2021/03/13,2021/03/18,Standard Class,LT-17110,FUR-TA-10004619,502,558
2349,2022/12/02,2022/12/03,Same Day,AM-10360,OFF-BI-10004187,5,9
2350,2022/12/02,2022/12/03,Same Day,AM-10360,OFF-BI-10000632,49,69
2351,2022/12/02,2022/12/03,Same Day,AM-10360,OFF-PA-10003724,8,11
2352,2022/12/02,2022/12/03,Same Day,AM-10360,OFF-AP-10002765,56,79
2353,2022/12/02,2022/12/03,Same Day,AM-10360,OFF-AR-10001868,6,10
2354,2020/08/31,2020/09/02,First Class,SC-20260,FUR-BO-10002545,1242,1553
2355,2020/08/31,2020/09/02,First Class,SC-20260,OFF-BI-10002735,69,137
2356,2020/08/31,2020/09/02,First Class,SC-20260,TEC-AC-10004864,18,37
2357,2020/08/31,2020/09/02,First Class,SC-20260,TEC-MA-10000597,168,240
2358,2019/03/17,2019/03/21,Standard Class,CP-12340,FUR-TA-10003473,1106,1580
2359,2019/03/17,2019/03/21,Standard Class,CP-12340,FUR-TA-10001950,643,1072
2360,2019/03/17,2019/03/21,Standard Class,CP-12340,FUR-TA-10004175,368,614
2361,2019/03/17,2019/03/21,Standard Class,CP-12340,OFF-PA-10002960,21,35
2362,2019/03/17,2019/03/21,Standard Class,CP-12340,OFF-PA-10000919,109,155
2363,2022/04/16,2022/04/20,Standard Class,RF-19840,OFF-BI-10001553,8,14
2364,2021/03/13,2021/03/18,Standard Class,AB-10060,FUR-FU-10004864,77,128
2365,2021/03/13,2021/03/18,Standard Class,AB-10060,OFF-AP-10004540,112,160
2366,2021/03/13,2021/03/18,Standard Class,AB-10060,OFF-BI-10004965,41,46
2367,2019/11/24,2019/11/26,Second Class,EH-13990,FUR-CH-10001714,85,121
2368,2022/02/10,2022/02/13,First Class,MN-17935,OFF-PA-10002464,19,23
2369,2021/09/23,2021/09/27,Standard Class,KL-16555,FUR-FU-10002298,479,533
2370,2021/09/23,2021/09/27,Standard Class,KL-16555,OFF-AR-10000315,4,5
2371,2022/07/07,2022/07/09,Second Class,MP-17965,TEC-AC-10004353,227,252
2372,2021/07/07,2021/07/11,Second Class,BF-11020,FUR-FU-10004973,48,60
2373,2021/07/07,2021/07/11,Second Class,BF-11020,OFF-FA-10000936,2,3
2374,2021/07/07,2021/07/11,Second Class,BF-11020,OFF-PA-10001609,19,24
2375,2021/07/07,2021/07/11,Second Class,BF-11020,FUR-CH-10000785,127,253
2376,2022/01/24,2022/01/30,Standard Class,TP-21130,OFF-FA-10000053,4,6
2377,2019/08/19,2019/08/21,Second Class,MS-17770,OFF-BI-10001718,69,77
2378,2019/08/19,2019/08/21,Second Class,MS-17770,OFF-SU-10004768,7,9
2379,2020/12/06,2020/12/11,Standard Class,KM-16375,OFF-PA-10003883,26,33
2380,2021/05/06,2021/05/10,Standard Class,BE-11455,OFF-FA-10004248,6,7
2381,2021/05/06,2021/05/10,Standard Class,BE-11455,OFF-PA-10002581,25,50
2382,2021/05/06,2021/05/10,Standard Class,BE-11455,FUR-FU-10004848,38,55
2383,2022/03/25,2022/03/26,First Class,CV-12295,OFF-AP-10002403,88,176
2384,2022/03/25,2022/03/26,First Class,CV-12295,OFF-AR-10003087,10,16
2385,2022/03/25,2022/03/26,First Class,CV-12295,OFF-BI-10002026,112,186
2386,2022/03/25,2022/03/26,First Class,CV-12295,TEC-PH-10000141,106,211
2387,2022/03/25,2022/03/26,First Class,CV-12295,TEC-CO-10000971,288,480
